old:77
out:60
gaga:56
love:50
lol:47
state:43
congrats:39
girl:36
one:35
man:34
good:33
now:33
pretty:33
crazy:32
know:32
proud:31
baby:30
told:30
today:29
great:28
make:28
start:28
think:28
time:28
young:28
see:27
way:27
bigger:26
day:26
need:26
game:25
lady's:24
night:24
season:24
girls:23
me:23
acting:22
beautiful:22
even:22
friend:22
work:22
hide:21
more:21
much:21
over:21
win:21
always:20
back:20
bitch:20
here:20
nice:20
black:19
never:19
really:19
talking:19
hands:18
new:18
right:18
saw:18
sexy:18
tonight:18
ass:17
came:17
going:17
happy:17
next:17
sweet:17
championship:16
come:16
first:16
shit:16
such:16
want:16
white:16
bad:15
hey:15
little:15
looks:15
money:15
tell:15
woman:15
both:14
champs:14
congratulations:14
friars:14
look:14
mine:14
someone:14
stop:14
world:14
asked:13
being:13
boner:13
fucking:13
grows:13
haha:13
hair:13
lovely:13
niall's:13
play:13
sure:13
well:13
year:13
@yourbuttcraic:12
act:12
down:12
everything:12
fuck:12
gonna:12
it:12
jags:12
job:12
keep:12
lets:12
made:12
name:12
omg:12
spartans:12
still:12
treat:12
birthday:11
buffs:11
care:11
champions:11
feel:11
friends:11
life:11
lmao:11
miss:11
mom:11
talk:11
thanks:11
times:11
antlers:10
ask:10
bed:10
boss:10
bout:10
class:10
cute:10
gmo:10
head:10
home:10
justin:10
kids:10
looking:10
mind:10
run:10
strength:10
team:10
teams:10
thank:10
thought:10
up:10
wait:10
wheat:10
amazing:9
attitude:9
basketball:9
beat:9
call:9
cause:9
drive:9
everyone:9
heart:9
indians:9
ladies:9
last:9
lil:9
making:9
mean:9
nothing:9
people:9
photo:9
picture:9
pirates:9
place:9
pregnant:9
real:9
s/o:9
soccer:9
store:9
use:9
2013:8
@imthatgentleman:8
again:8
antebellum:8
cat:8
cats:8
comfort:8
confidence:8
doing:8
front:8
god:8
guys:8
happiness:8
hit:8
hoes:8
hoops:8
hope:8
lions:8
lucky:8
men:8
no:8
ready:8
redskins:8
second:8
security:8
seeing:8
seen:8
street:8
trying:8
understand:8
watching:8
week:8
went:8
actually:7
anyone:7
asian:7
before:7
best:7
big:7
boy:7
break:7
bugs:7
cougars:7
damn:7
dancing:7
enough:7
final:7
food:7
fun:7
gaga's:7
give:7
go:7
goes:7
goin:7
hahaha:7
hard:7
hear:7
heard:7
hell:7
help:7
house:7
left:7
memorable:7
mother:7
nigga:7
obama:7
perfect:7
phone:7
please:7
power:7
put:7
room:7
song:7
take:7
thorpes:7
title:7
top:7
tourney:7
walked:7
wanted:7
weird:7
wine:7
winning:7
won:7
1st:6
@blathletics:6
@clarissa_mills:6
@lady_gizela:6
another:6
around:6
away:6
awesome:6
bar:6
better:6
bieber:6
bring:6
called:6
classy:6
cool:6
days:6
die:6
eating:6
fall:6
find:6
freak:6
gotta:6
high:6
hoe:6
laughing:6
mass:6
meet:6
needs:6
ouvintes:6
overtime:6
patriots:6
piece:6
same:6
sex:6
snow:6
south:6
streets:6
sunday:6
though:6
tigers:6
touch:6
took:6
two:6
used:6
vols:6
waiting:6
wanna:6
wonder:6
y'all:6
yeah:6
yes:6
76-76:5
@lady_catelyn:5
@rulesforbelles:5
asks:5
blue:5
brought:5
bug:5
cake:5
car:5
check:5
dad:5
dance:5
date:5
death:5
dinner:5
dis:5
dog:5
done:5
dumbfounded:5
dying:5
eagles:5
end:5
face:5
fat:5
fight:5
fix:5
full:5
games:5
gentleman:5
getting:5
glad:5
gluten:5
having:5
headed:5
heading:5
heads:5
intolerant:5
keeps:5
kiss:5
leavin:5
leaving:5
let's:5
live:5
long:5
lost:5
loving:5
luck:5
makeup:5
met:5
monday:5
music:5
myself:5
np:5
on:5
pants:5
parts:5
random:5
remember:5
rock:5
rockets:5
rude:5
sec:5
sheets:5
shop:5
show:5
shut:5
smell:5
smh:5
started:5
statechampionship:5
subway:5
super:5
swear:5
talkin:5
texas:5
tournament:5
true:5
twitter:5
very:5
wind:5
wish:5
without:5
wonderful:5
years:5
yesterday:5
2:4
@kv8:4
@lady_mj23:4
@spudmd:4
______:4
_______:4
______ladydon't:4
accent:4
amazon:4
banks:4
bathroom:4
bawl:4
believe:4
bill:4
blessed:4
blues:4
bought:4
bound:4
boys:4
buffet:4
bus:4
buying:4
change:4
child:4
coach:4
dat:4
daughter:4
didnt:4
division:4
downtown:4
dude:4
during:4
farted:4
fave:4
favorite:4
filltheblank:4
